name,date,star,comment,comment_prep,sentiment
akang saja,16 Agustus 2024,5,"Terlalu sering memberikan skin trial gratis saat dalam pemilihan hero,, mungkin dalam pertandingan normal tapi saat pemilihan hero memberikan dampak buruk bagi player yang menggunakan perangkat ram 3Gb kebawah,, player sering lag dan keluar sendiri saat loading untuk memasuki pertandingan, mohon di perhatikan lagi",skin trial gratis pemilihan hero pertandingan normal pemilihan hero dampak buruk player perangkat ram 3gb kebawah player lag loading memasuki pertandingan mohon perhatikan,negatif
Citra Lia,2 Agustus 2024,1,"Saya mohon untuk pihak developer, tolong sesegera mungkin perbaiki bug bug yang ada di game contoh yang paling paling parah yaitu bug jaringan, itu sangat sangat merugikan bagi player yang sedang bermain, padahal dari segi HP sinyal sendiri tidak ada masalah namun jika bermain sangat sangat jelek jaringan dalam game sehingga sangat mengurangi performa dalam bermain.",mohon developer tolong perbaiki bug bug game contoh parah bug jaringan merugikan player bermain segi hp sinyal bermain jelek jaringan game mengurangi performa bermain,negatif
Niekolas Narendra Danisworo,17 Agustus 2024,1,"Saya sangat kecewa tentang game ini, saya selalu mendapatkan tim yang ngefeed, sedangkan musuh yang jago2, ini saya ketika loading pertandingan, selalu lag dan ping tinggi, padahal gw pake wifi, saya udah ngalamin ini 3 SEASON (N???11) ITU AKUN SAYA",kecewa game tim ngefeed musuh jago2 loading pertandingan lag ping gw pake wifi udah ngalamin 3 season n 11 akun,negatif
Ryuu,23 Agustus 2024,2,"Kepada pihak moonton, sekarang kalo main sinyal kita bagus tapi pas main suka leg dan itu lama banget, kalo kita main rank atau apa pasti tim kita itu masih rendah cara bermain nya dan tidak seimbang dengan tim musuh yang menurut saya lebih unggul cara bermain dan masih banyak player player yang ketikan nya kurang di jaga dari saya segitu aja moonton terimakasih 👍🏻 makin lama makin ga jelas ml nih masa di kasih tim orang luar mana beban banget ga seimbang sama musuh nya kecewa berat banget",moonton kalo main sinyal bagus pas main suka leg banget kalo main rank tim rendah bermain nya seimbang tim musuh unggul bermain player player ketikan nya jaga segitu aja moonton terimakasih ga ml nih kasih tim orang beban banget ga seimbang musuh nya kecewa berat banget,negatif
rafurqh,25 Oktober 2024,2,"Sistemnya makin parah, team yang dipilih semakin error sj, game sebesar ini masak tdk bisa memperbaiki sistemnya sih, game di sebelah walau masih baru tp sistemnya sudah bagus, gak ada user Hero yang sama di satukan dalam satu pertandingan, disini dari hari kehari tambah parah saja",sistemnya parah team dipilih error sj game masak tdk memperbaiki sistemnya sih game sebelah tp sistemnya bagus gak user hero satukan pertandingan kehari parah,negatif
Nisfi Nisfi,8 Desember 2024,5,Bagus sih bagus tapi gara gara sinyal ya pas lagi mau main itu gak bisa digerak kin harus tunggu lama banget dan itu sinyal nya itu sering merah baru kalok udah mati baru sinyal nya bener mohon di benerin ya terima kasih moonton,bagus sih bagus gara gara sinyal ya pas main gak digerak kin tunggu banget sinyal nya merah kalok udah mati sinyal nya bener mohon benerin ya terima kasih moonton,negatif
Lilis Triani,17 Desember 2024,1,"semakin kesini semakin males, apalagi pas rank. tim musuh pada oke, sedangkan tim kita pada payah dark sistem disitu malesnya.",kesini males pas rank tim musuh oke tim payah dark sistem disitu malesnya,negatif
Bumi ke Langit,11 Desember 2024,3,ping sinyal telkomsel di kalimantan tinggi dan tidak stabil. padahal jaringan full... tolong di perbaiki untuk ping signalnya,ping sinyal telkomsel kalimantan stabil jaringan full ... tolong perbaiki ping signalnya,negatif
Ahmat Ivan Novic Simbolon,30 November 2024,1,"Woy moontod sumpah game ini bikin saya darah tinggi!!!!!! Sering lag gak jelas, lag pas dekat turet lawan sampai masuk tuh keturet lawan, lag pas berpapasan dengan hero lawan, pokoknya lag gak jelas padahal device dan jaringan bagus sebagus bagusnya tapi memang game lu aja yg kayak kon***. Segera diperbaiki game lu moontod. Sebenarnya pengen banget gua maki-maki lo.",woy moontod sumpah game bikin darah lag gak lag pas turet lawan masuk tuh keturet lawan lag pas berpapasan hero lawan pokoknya lag gak device jaringan bagus sebagus bagusnya game lu aja yg kayak kon diperbaiki game lu moontod pengen banget gua maki maki lo,negatif
Arif Hidayatullah,4 Oktober 2024,5,"Untuk game sih bagus, tapi match kadang agak aneh. Kadang musuh lemah banget, kadang musuh spek top global. Di tim juga sama. Kadang dapat tim jago, kadang dapat spek player baru. Ya gitu lah, dark sistem. Semoga bisa dikurangi dikit",game sih bagus match kadang aneh kadang musuh lemah banget kadang musuh spek top global tim kadang tim jago kadang spek player ya gitu dark sistem semoga dikurangi dikit,negatif
Nobi Anobi,14 September 2024,1,"Hi monton, tolong benerin lagi masalah jaringan yang terlalu buruk saat game play, padahal kecepatan sinyal aku tembus 200kb/s, masih aja jaringan lag parah, padahal buat main game lain selain MLBB, baik"" Saja jaringanku, tolong benerin lagi masalah jaringannya..",hi monton tolong benerin jaringan buruk game play kecepatan sinyal tembus 200kb s aja jaringan lag parah main game mlbb jaringanku tolong benerin jaringannya ..,negatif
Mbah Raman,1 Oktober 2024,1,"tolong ya moonton perbaiki banyak sekali bugnya.liataja lama lama banyak yg bakalan pensi gara gara bug ngeselin contohnya pas masuk ke in game tiba2 keluar, patah2 padahal ram 4, ngeleg ada tulisan koneksi terputus padahal sinyal bagus banget buat liat youtube lancar giliran main ngelegnya minta ampun ayolah perbaiki saya yakin banyak banget yg ngalamin tapi gak mau respon",tolong ya moonton perbaiki bugnya.liataja yg pensi gara gara bug ngeselin contohnya pas masuk in game tiba2 patah2 ram 4 ngeleg tulisan koneksi terputus sinyal bagus banget liat youtube lancar giliran main ngelegnya ampun ayolah perbaiki banget yg ngalamin gak respon,negatif
Pio Allesandro,21 November 2024,3,"Moonton sekarang abis revamp semua, darksystem nya parah banget, saya player gk pernah menang kalau mau ke mythic, saya sdh main 5 match Lose Streak terus, kalau bisa jangan kaya gini buat orang malas main kalau lose streak trus. Saya sdh main 5 match di legens 1 bintang 5 dan hasil nya lose streak trus, moonton tidak mau kasih saya mythic? Teman² saya sdh banyak yg mythic tapi mereka mudah saja",moonton abis revamp darksystem nya parah banget player gk menang mythic sdh main 5 match lose streak kaya gini orang malas main lose streak trus sdh main 5 match legens 1 bintang 5 hasil nya lose streak trus moonton kasih mythic teman² sdh yg mythic mudah,negatif
Revaldo Revaldo,22 September 2024,1,Masa main misalnya saya menang gara² musuh nya easy dan saya kalah gara² team nya ga bisa main tolong diperbaiki pengaturan mactmaking nya bisa² pada pindah di game sebelah seperti (Honor of kings dan Moba of anime) dari grafik udh bagus skin² nya juga cuman tingkatin lah buat pemain solo masa dapat tim dan musuh yang ga seimbang,main menang gara² musuh nya easy kalah gara² team nya ga main tolong diperbaiki pengaturan mactmaking nya bisa² pindah game sebelah honor of kings moba of anime grafik udh bagus skin² nya cuman tingkatin pemain solo tim musuh ga seimbang,negatif
AyamGoyenk AyamGoyenk,26 Oktober 2024,1,"Performa game ini sudah bagus, tetapi terlalu banyak orang yang sering kali troll dalam rank ataupun ada yang tidak dapat bermain dan saya mendapatkan tim seperti itu yang membuat saya kalah terus menerus. Saya sedih dan sangat kecewa dengan gameplay game ini.",performa game bagus orang kali troll rank bermain tim kalah menerus sedih kecewa gameplay game,negatif
Sumiati Umhy,17 Oktober 2024,1,"game sampah,payah susah menang kalau main solo rank,menang sekali kalah berkali kali apaan lawan selalu nggak imbang belum lagi lag terlalu sering padahal jaringan bagus,taik mmng ini game untuk moonton tolong di perbaiki lagi kedepannya biar game in nggak membosankan,,jngan lah selalu dark sistem bikin malas main,mabar sama teman,lawannya juga yang seimbang dong masa sering di kasih lawan yang berlevel tinggi ya jelas kalah terus lah",game sampah payah susah menang main solo rank menang kalah berkali kali lawan nggak imbang lag jaringan bagus taik mmng game moonton tolong perbaiki kedepannya biar game in nggak membosankan jngan dark sistem bikin malas main mabar teman lawannya seimbang kasih lawan berlevel ya kalah,negatif
Ainul Yakin,24 Agustus 2024,5,Secara gameplay udah bagus. Namun ada beberapa kekurangan seperti matching team kebanyakan dapat NUB.sehingga kalah gk nanggung abis 20 bintang dalam sehari.menangnya cuma 1x. Kedua.effect skill perhero terlalu simpel skin memang pada bagus tapi effeknya kurang memanjakan mata.,gameplay udah bagus kekurangan matching team kebanyakan nub.sehingga kalah gk nanggung abis 20 bintang sehari.menangnya 1x kedua.effect skill perhero simpel skin bagus effeknya memanjakan mata,positif
Zhuull Oficial,19 September 2024,1,"tolong pemain yang suka menyera dan yang tidak suka menyera itu di pisahkan pertandingannya. sebab selain mereka tidak serius bermainnya, poting yang mereka buat juga sangat mengganggu karna terlalu sering dan letak piyingnyapun menutupi sebagian maps. aku termasuk pemain yang seberat apapun musu tetap ingin ku kalahkan dengan taktik dan membaca situasi. sedangkan pemain yang suka memyerah itu sudah tidak banyak membantu ketika dia sudah berniat menyerah dan justru mengganggu dg potingnya itu.",tolong pemain suka menyera suka menyera pisahkan pertandingannya serius bermainnya poting mengganggu karna letak piyingnyapun menutupi maps pemain seberat apapun musu ku kalahkan taktik membaca situasi pemain suka memyerah membantu berniat menyerah mengganggu dg potingnya,negatif
Arifin Fatir,27 November 2024,5,Wah Saya sangat suka dengan geme ini karna geme ini sangatlah seru tapi untuk Timnya ada yang drak sistem kadang-kadang timnya jago untuk sinyal Yah biasa yah gitu deh,suka geme karna geme seru timnya drak sistem kadang kadang timnya jago sinyal yah yah gitu deh,positif
Alpin Fadhillah,2 November 2024,1,"gimana yah.. permasalahan jaringan, padahal jaringan hijau tapi delayyy, tolong di perbaiki dari pihak moonton. dan satu lagi, tolong dong ada satu sistem yang nampaknya di atur dari sananya, yaitu menang-kalah-menang-kalah, gitu aja terus.",gimana yah .. permasalahan jaringan jaringan hijau delayyy tolong perbaiki moonton tolong sistem nampaknya atur sananya menang kalah menang kalah gitu aja,negatif
Arrie Samudera,8 Oktober 2024,1,"Game parah !!! Kenapa ketika login harus menganalisis data? Padahal data dan konten sudah ke unduh semua, please lah moonton, kurangin update update nya, buat lag !! Bukannya bagus malah buat lag! Kalo kayak gini terus, mending pindah ke HOK (Honor Of King)",game parah login menganalisis data data konten unduh please moonton kurangin update update nya lag bagus lag kalo kayak gini mending pindah hok honor of king,negatif
Febrian Gio Pratama,5 Desember 2024,1,Game jelek gw dapet tim yang g bisa main mulu susah mau mytic mah tolong lah moonton gw keluarin duit juga di game ini jadi tolong kalo kasih tim yang bisa main dong rugi dong aku,game jelek gw dapet tim g main mulu susah mytic mah tolong moonton gw keluarin duit game tolong kalo kasih tim main rugi,negatif
Syafiq Hidayat P,5 November 2024,1,"Menurutku, Mobile Legends: Bang Bang adalah game terbaik sepanjang masa karena memberikan pengalaman bermain yang benar-benar seru dan menantang. Dari segi grafis hingga strategi permainan, MLBB selalu membuatku terlibat penuh dan merasa bagian dari tim. Setiap hero memiliki karakteristik unik yang memaksaku untuk terus belajar dan mengasah keterampilan. Selain itu, komunitasnya juga luar biasa. MLBB bukan hanya sekedar game, tapi juga dunia yang membawa kesenangan, ketenangan, dan kebersamaan.",menurutku mobile legends bang bang game terbaik pengalaman bermain seru menantang segi grafis strategi permainan mlbb membuatku terlibat penuh tim hero memiliki karakteristik unik memaksaku belajar mengasah keterampilan komunitasnya mlbb sekedar game dunia membawa kesenangan ketenangan kebersamaan,positif
Dinata Chandra,7 Agustus 2024,1,"moonton tolong lah mau sampe kapan gamenya ngebug terus, masa jaringan lancar tapi dianggapnya ngelag, suka stuck di loading screen, dan, saya sangat kecewa karena bug ini, tolonglah jika game nya mau berkembang hilangkan bug sampah ini",moonton tolong sampe gamenya ngebug jaringan lancar dianggapnya ngelag suka stuck loading screen kecewa bug tolonglah game nya berkembang hilangkan bug sampah,negatif
Mohammad Sofyan Achyani,21 November 2024,1,"Kendala terkait bug even top up 11.11 gda titik terang... Parah nih monton udh top up tokennya ga dapet, dpet notif ktanya mau di perbaiki tpi sampe sekarang blom di perbaiki",kendala terkait bug even top up 11.11 gda titik terang ... parah nih monton udh top up tokennya ga dapet dpet notif ktanya perbaiki tpi sampe blom perbaiki,negatif
Lucky Wahyu,4 Oktober 2024,1,"Game kocak, lagi war bisa2nya lag trus Gapernah diperbaiki sistemnya, banyak orang ngetroll didiemin aja, jaringan juga gabisa stabil, segera perbaiki daripada ga ada yg main lagi Jaringan stabil bisa lag, game busuk!! Dibuat jaringan down kalo ga dpt tim yg ngetroll, game ampas!! Pantas sekarang udh ga ada yg main, kebanyakan bug, lag, sama bothnya Game bangkrut!!!",game kocak war bisa2nya lag trus gapernah diperbaiki sistemnya orang ngetroll didiemin aja jaringan gabisa stabil perbaiki ga yg main jaringan stabil lag game busuk jaringan down kalo ga dpt tim yg ngetroll game ampas udh ga yg main kebanyakan bug lag bothnya game bangkrut,negatif
Bun Baru TV,5 November 2024,5,"Gamenya bagus banget,walaupun cukup berat untuk HP yang suka ngelag,tapi aku nyaranin buat bikin hero yang ga dari hero² lainnya contohnya hero baru ini yaitu suyou dimana terdapat skill² yang sekilas mirip dengan hero² lainnya contohnya ultimate nya yang bisa ngeluarin khodam yang mirip dengan skill ultimatenya hero Franco skin epic. Mungkin itu saja yang saya ingin sampaikan tolong sedikit kreatif yah moonton",gamenya bagus banget berat hp suka ngelag nyaranin bikin hero ga hero² contohnya hero suyou dimana skill² sekilas hero² contohnya ultimate nya ngeluarin khodam skill ultimatenya hero franco skin epic tolong kreatif yah moonton,positif
Afgan Rizky,9 Januari 2025,1,"dark sistem terlalu banyak, dan terlalu di manjakan mohon untuk memberikan hukum atau tindakan lebih lanjut dan memberikan hukum yang lebih atau hak untuk player seperti saya. agar mendapatkan keadilan atau menghindari kehilangan bintang dikarenakan suatu player yang tidak sportif dan melakukan troll ""mohon maaf jika ada yang salah atau salah paham"" saya hanya ingin menyampaikan keluhan player untuk performa atau untuk player yang tidak sportif😓",dark sistem manjakan mohon hukum tindakan hukum hak player keadilan menghindari kehilangan bintang player sportif troll mohon maaf salah salah paham keluhan player performa player sportif,negatif
Rizky Ramadhan,13 Oktober 2024,1,"Sumpah ini game,udh ga ngerti lagi gw,kan baru awal season ya,masa dikasih tim nya yg jelek Mulu si ga seimbang sama musuh nya sumpah jauh bgt perbedaan nya,event doang banyak bug jaringan ga dibenerin, sistem matchmaking nya juga,bener kata bg Jonathan darksystem dimusnahkannya kan aja.",sumpah game udh ga ngerti gw season ya dikasih tim nya yg jelek mulu si ga seimbang musuh nya sumpah bgt perbedaan nya event doang bug jaringan ga dibenerin sistem matchmaking nya bener bg jonathan darksystem dimusnahkannya aja,negatif
