name,date,star,comment
Niezy,4 Desember 2024,1,"Saya disini sangat kesal, karena pihak game mlbb tidak menurunkan data2,saya yakin kalau game mlbb data nya turun pasti banyak yg Download game ini ...lebih baik data2 mlbb turun menjadi 3 gb itu akan lbh baik.."
Rahma Salsabila,20 November 2024,1,Gblk sinyal wifi bagus tapi gak gerak pas mati lancar mana tim dark sistem Mulu males gwe mending uninstall satu bintang lagi imo lose streak 17 kali gak ngotak
Muhammad Saman,18 November 2024,1,"Bug event top up 11.11,tanggal 16-11-2024,(bugnya yaitu:saya sudah top up 5 dm untuk menyelesaikan quest top up yang,top up berapa pun nah tapi di eventnya itu tidak bisa diclaim tokennya) jadi tolong pihak moonton perbaiki lah bug ini agar yang mau ambil skin 11.11nya bisa tercapai masa iya yang mau ambil skin 11.11nya jdi hangus dan ga dapat apa-apa,kan rugi jadinya"
erwin Dra,15 Desember 2024,1,"Moonton game rusak, dapat tim tidak sesuai, banyak kalah dr pada menang nya, & selalu dapat tim yg kurang berpengalaman dalam bermain,"
Linda Sri anjari,16 Desember 2024,5,"Permainannya sangat seru,walaupun semua heronya harus dibayar..tapi menurutku seru banget deh harus dicoba😁😄👍"
Muhammad Ikhlas,15 Desember 2024,1,males main gua di kasih tim gak seimbang gua jadi pemain solo ls trs moonton knp game nya gini lose lima kali ajg gimana gk kesel developer nya kurang game nya udah bagus tapi ngeleg banget dan tim yang gk seimbang game nya aneh males main Hapus aja jaringan nya ngelek banget pas mati gk ngelek pas mati lag tolong di perbaiki
BSS KU,11 November 2024,1,Game tak jelas. Akun baru. Emblem baru level 5. .ketemu lawan yg besar2 dan berat2.. apa apa an. Pantesan teman banyak pindah di game lain.. kondisi kan lah sesuai akun. Emblem dan Hero.. hadeh. Parah
Evi Idayanti,4 September 2024,3,"Assalamu'alaikum. Salam beragama. Aku mau bilangin aja monton game ini asik, bisa di bilang banget tapi ketika game serunya di hilangkan dengan teman se tim yang dark sistem, kalo semisal kalah dengan skor yang tak berbanding jauh tak apa, tapi permainan yang teman se tim nya terlalu beban yang membuat kita malas bermain,masalahnya pengaruh atau berbanding sangat jauh pengalaman nya, tolong musuh nya di setara kan dengan se tim,malas login dan ingin banget pensi dari ml dan pindah ke game lain"
anggita Sari,4 Desember 2024,1,"Oy montoon lu mabuk apa gimana dh, skin blazing yg asalnya bagus jadi jelek semua apalagi aldous ? Kembalikan potret dan model aldous blazing yg dulu lah, kW kira model sekarang bagus? Malah keliatan aneh skin udh bagus bagus malah di revamp makin jelek tolol developer bodoh, ganti aja desainer skin skin lu montoon gada yg bagus buat skin, dari skin m series, starleigth, dll desain nya norak bikin sakit mata, masih bagus desain skin honor of king, tanya dlu revamp skin tuggu persetujuan player"
Tyo,23 November 2024,1,"Saya mendapatkan tim yang tidak bisa di ajak bekerja sama, dan jaringan saya seringkali merah saat di dalam pertandingan. Itu membuat saya lelah"
Tenk Glanet,21 November 2024,3,"Tolong dong min dr kmrn dpt tin ke bot mulu alias darksystem Mulu cape gw klau gitu terus terpaksa saya hapus Ni games n pindah ke games sebelah,, mohon dievaluasi komenan saya,, coz udah lama sy maen games ini,,"
Faturachman,10 Desember 2024,1,"game gajelas lagi asik asik main tiba tiba menghubungkan, dan mau di login kembali pun gabisa, perbaiki lagi bug bug nya sangat merugikan ketika sedang memakai hero MMR tiba tiba afk"
Farissa Umroh,17 November 2024,5,Tolong di perbaiki sinyalnya karena sinyal nya tidak bagus dan membuat saya ngomong kasar nanti kalau gak diperbaiki Saya hapus gamenya
Andi Zulkifli,18 September 2024,1,"Sistem matching kurang bagus.perbaiki lagi game mu ini harus kayak game sebelah,,stress kami sebagai player.menang 1 atau 2 kali,kalahnya bisa sampai 4 ataupun lebih apaan coba kalau begitu.intinya perbaiki lagi atau pun perketat lg pick Hero nya.kalau tidak ada kemajuan perbaikannya keterlaluan,tidak memikirkan player2 yang mendapatkan pengalaman yang buruk dalam bermain. Siap2 kami sebagai player akan pindah game.."
Ahyar No,1 Januari 2025,1,dapat tim gak pernah sesuai dengan lawan game iblis tim kayak player baru sedangkan lawan macam imortal mainnya sangat tidak seimbang si moonton memang busuk licik bukannya menghibur malah merugikan hanya menguntungkan orang orang yang tertentu
Jinan Almair Khalis,19 Desember 2024,1,"GAME ini kaga ada edu kasih main satu ronde menang main lagi seterusnya jadinya loss strek karna apa DARK SISTEM , PING JELE , BERAT , DAN YG PALING BURUK DI KASI MUSUH JAGO SEMUA. kita di kasi tim beban musuh yg di kasi tim jago game ini bikin otak jadi rusak kita susah payah habiskan uang untuk top up tpi percuma moonton bersenang2 karna dapat uang kita yg di siksa sama dark sistem lebih baik pilih game lain dari pada stupid game ini"
友,20 November 2024,1,karena timnya beban cape setiap hari ls mulu stak di lagend 3 pengen lagend 2 dapet tim drak sistem lama² ml gw hapus SEMOGA BISA WINS STREK BISA NYENTUH MYTICH LAGI KASIH WS LAH MOONTON NAMA AKUN:R18A dikasih ls gw mending maen game laen biar game ini sepi
Kadek Bagus,3 Desember 2024,1,Permainan sangat buruk penyeimbang dalam matchmaking tidak seimbang antara satu tim dan tim musuh dan high tier rank terlalu banyak trolling
KRISTIAN STORE,9 Desember 2024,5,Game nya bagus yang kurang cuman fitur highlight tidak tersedia untuk semua perangkat dan penyesuaian tim tidak sesuai dengan kemampuan musuh yang membuat pertandingan menjadi tidak seimbang
Arya Indra,5 Desember 2024,4,Gamenya okelah masalah grafik skin Hero dan lain lain udah bagus tapi kalo main kenapa ketemunya temen bot musuh pro terus dah ini moonton bercanda atau emang sistemnya yang ngga bener
Imam Tajudin,23 Oktober 2024,1,"Kecewa berat sama ni game banyak bung gangguan sinyal padahal sinyal bagus, dark sistem mulu .banyak tim2 gak jelas males mau main lagi , mau pindah hook game sebelah aja yg katanya lbih bagus."
Haris Hariansyah,6 Desember 2024,4,"Ahg sumpah emosi bed,ni game makin kesini malah Masin kesana, pembagian tim nya kek GK seimbang banget , trus tiba tiba nge lag padahal jaringan baik baik aja duh menghadeh :"
heru pakau,17 Desember 2024,1,"Game rusak gw selalu di kasih tim drak sistem sama moonton g*bl*kkk, setiap mau mytik kaga naik"" game nya rusak gimana ini cape gw sama game nya banyak drak sistem, tim nya ngetrol, bot"
Shinta Aprilia C.,4 Desember 2024,1,pembagian tim tidak seimbang. oke lah kalau saat bermain menang terus dan di beri tim yang kurang. ini baru main sudah diberi dengan tim yang tidak kompak sama sekali seperti diberi bot. ayolah moonton.
GILANG,14 Desember 2024,5,gemnya bagus tapi setiap saya main dibikin lostrek saya sudah lostrek 10kali tolong diperbaiki monton. terima kasih
Arif Sinchan,29 November 2024,1,Silvana terlalu sering mengurangi kredit skor. makanya saya kasih bintang satu aja. Karena ada gangguan jaringan internet menyeluruh di kawasan bts dekat kami ya tetap kena afk. Sudah melakukan deteksi jaringan ya tetap kredit skornya gak naik. Mau banding kebanyakan rentetannya
Rafael,2 Desember 2024,1,"Full rata kiri patah², GK bisa gerak sama sekali, jaringan bagus tapi full game sinyal merah GK ada hijau dan kuning."
Abdul Hidayat,5 Desember 2024,5,"Untuk moonton game nya bagus tapi gua minta tolong, untuk bisa menggunakan skin di mode offline pliss itu saja klarifikasi saya tolong diperbaiki ya"
Farras Tsabita C,30 November 2024,4,"sering dapet tim dark system, masa tiap main brawl ama classic pada ga serius malah diem aja seenaknya sendiri... tolong diperbaiki untuk matchmaking nya, karena sangat merugikan"
Rangga Alim,24 November 2024,2,rata² game bikin untuk diri kita menghibur tapi ini ga sedikitpun bikin saya terhibur game yang menang cuman 1/2 kalah nya 3/5 kali bahkan lebih tolong di perbaiki cape kita main game hanya untuk kalah kalah dan kalah bikin kita stres tolong di perbaiki lagi kalo bisa gada dark sistem
Fikri aja,8 Oktober 2024,1,"Dari game sih udh bagus grafik juga udh bagus, tapi saya suka kesal terhadap ke tidak seimbangan battlefield/dark sistem dan saya juga ingin moonton memberikan battlefield yg adil, klau bisa begini terus menerus mending saya pindah game saja ke game sebelah."
OB Zuxses,3 Desember 2024,1,"Game taik, gua maen solo bisa bisanya ketemu partyan terus, mending kalo partyan nya bagus ini bot terus, bener² draft nya gk masuk akal anjjjg, gua main dari honor 42 skrg jadi 30 apa gk taik draft nya, TOLONG MIKIR WOI NGASIH DRAFT ITU !"
Free Killl,30 November 2024,1,Gua cape main game ini sumpah Spek musuhnya ga setara kaya di game sebelah HOK aja di setarain musuhnya gua cape moonton 18× lost strike gua cape moonton. Lu kaga Ngertiin apa Ama player yang main nya belum seberapa tapi lu kasih musuh nya spek jokian Gua tiap match nabrak Mulu cape gua lose Moonton upgrade sistem match nya jangan skin doang lu gratisin match nya kaga lu perbaiki sama aja moonton Capek gua
Salsabila Salsa,6 Desember 2024,4,Game nya bagus banget👍👍 tapi sayang banyak banget drak sistem nya bisa tolong dikurangi kah tapi aku jamin kalo kamu download pasti ketagihan
Zyuraella,12 November 2024,3,"Jujur Saya Kecewa Akhir-akhir ini Banyak Yang Menyewa Penjoki Dan Ketika Saya Main, Saya Bertemu Player Yang Tidak Bisa Bermain Di Rank Nya Sendiri. Rank Nya Mythic Tapi Bermain Seperti Di Rank Grand Master. Tolong Untuk MOONTON Berhentikan Para Penjoki Karna Mengganggu Dan Merusak Keseimbangan Game. Terimakasih. 😭🙏"
Febri Yana Al-khoidir,10 Desember 2024,1,"Gua ga tau ya knp gua main rank mobile legend, lagi posisi main taunya lag ... Udah mau 1 jam belih ga selesai2 katanya jaringannya ,padahal posisi udah pake wifi SM data jg , tolong untuk moonton nya akun saya ini ga bisa login lagi karna alasan koneksinya ,padahal koneksinya baik2 aja"
Ade Surya,10 Desember 2024,2,We lu perbaikinlah tu sinyal masa gw lagi rank sinyal tiba² ilang padahal 4g itu sampe reloadasi kagak bisa main lagi ranked maupun clasic perbaikin la
Chami Akari chami,11 September 2024,3,"game nya udah bagus,cuman kadang sering di kasih tim troll habis itu jaringan suka lag padahal mah ngga,kocak banget emang kadang kalo mau main rank dapet tim ga bener mulu contoh nya,udah jelas jelas ada yang pick clint eh s3 nya pick miya ,saya cape banget,terkadang kalo main suka tiba tiba ngelag jaringannnya tidak stabilah padahal mah baik baik aja,terus pernah keluar dari ml nya,padahal hp saya baik baik aja,jadi tolong di perbaiki lagi,saya harap kedepannya tidak ada masalah² lain lagi."
Mikha Anual,1 Desember 2024,1,"Gak clasic gak rank selalu dapet musuh yg kaya mythic, udah gitu teman satu tim mainnya parah dan selalu dapet teman dengan lane yg sama... *CAPEK DAAAHHHHH....!!!!!!!*"
Wisnu Shonen,17 September 2024,1,"Sistem terselubung dimana para solo kesulitan karena setelah winstreak selalu losestreak. Anda berharap para solo player terbaik meningkatkan performa pemain yang stuck di tier tertentu tapi Anda lupa bahwa kebanyakan dari mereka hanya berniat troll semata. Game yang terlalu memaksakan pemain untuk berhenti setelah menang minimal 2x, jika dipaksa maka sistem memberikan beberapa hal yang menyulitkan pemain. Game sampah!! 👎👎👎👎👎👎👎"
Asep Show,18 Desember 2024,1,"Gua suka dengan semua nya tapi kembalikan mode offline yang dulu karena sekarang gak bisa pake skin yang kita punya.sayang skin nya beli pake duit tapi gak bisa di pake,kadang juga mode offline buat belajar hero dan gak pake kuota/wifi.di tunggu ya moonton"
Razas Mudzakir,27 November 2024,1,Memang gameplay nya solid namun sistem matchmaking nya jelek yang membuat pertandingan tidak seimbang dan optimisasi nya jelek yang menyebabkan lag secara tiba-tiba saat pertandingan berlangsung membuat pengalaman bermain menjadi terganggu dan saya berharap masalah-masalah yang ada di mobile legend dapat ditangani secepatnya agar membuat gameplay moba 5v5 yang sempurna dan tidak ada masalah
Hendro Petarung,16 Desember 2024,1,"udah di double wifi kuota udh pake peningkatan jaringan tetep aja pas main menghubungkan mulu sering stuck loading screen, main mc ketemu musuh yg sama dua kali emang game dark sistem."
Aisyah Noor habibah,30 November 2024,5,"Bagus sih... Tapi masalahnya kok temen sama musuh nya jadi orang Turki sementang gw lagi di Turki, tolong perbaiki karena gw mau main sama orang indo bukan orang Turki."
Rangga Saputra,19 November 2024,1,"Moonton benerin donk grafik bug nya high sama ultra ga ada bedanya ,jangan skin Mulu keluar bug ga di benerin"
Sikin Sikin,20 Oktober 2024,2,"Halo developer game mobile legends saya ingin memberi masukan tolong sesuai kan skil yang di miliki player jangan skil masih rendah di kasih musuh yang punya bounty tinggi sedangkan dapet tim yang blm ngerti maen tolong developer di sesuaikan dengan skil"" player di luar sana"
Fhirly Yusuf,17 September 2024,1,"Tolong lah moonton biarkan playermu berjuang untuk kemenangan dengan adil, kalau begini apa bedanya MLBB dengan game slot jika system menang kalahnya masih klian atur, Sumpah ketika lose streak itu tdk masuk akal kadang tiba2 ngelag pdhl jaringan bagus, ngsih timnya gk ngotak goblock nya tim lawan skillnya setara dengan proplayer, ini game lama2 bukannya jdi hiburan malah bikin stresss."
Valent Violin,26 November 2024,5,"game nya bagus,menghemat uang untuk ke kebun binatang soalnya banyak banget hewan di game ini,game nya sangat membantu untuk orang yang mau ke kebun binatang...saran saya besok ml dikasih map kebun binatang yag lebih luas😹😹"
Musyaffa,23 November 2024,1,"Hi Moonton, belakangan ini pada waktu saya sedang bermain, ketika game di mulai dan kondisi sedang perang 5 vs 5, sering terjadi jaringan yang tidak stabil, padahal kondisi jaringan saya pada saat itu sangat stabil. Apakah ada kesengajaan yang di buat agar pemain mendapatkan kekalahan? itu terjadi ketika saya mendapatkan kemenangan yang beruntun, tolong beri keadilan kepada setiap pemain, saya merasa di curangi. Mohon segera di perbaiki jika memang ada kesalahan sistem."
Mesal Mesal,7 November 2024,3,"Bagus tapi 1bug kayak pas lagi main rank, classic, brawl itu tuh kayak gk bisa gerak sama sekali dan saya coba tekan tekan tetap saja tidak bergerak."
jupiterburhan07 Vlog,25 September 2024,1,"Kepada devploper mohon perbaiki karena ada beberapa player yg melaporkan atas yg tidak di lakukan player tersebut dan itu terjadi juga pada sayah dan kena hukuman ,dan itu sangat mengganggu kesenangan kami para pemain ,dan jika afk karena sinyal dari oprator masing masing sedang eror masa langsung kena hukuman juga kan itu tidak menyenangakan mohon perbaiki. ."
Siti Robe'ah,4 September 2024,4,"Menurut saya game dan grafik nya bagus, cuma buat moonton knpa makin kesini makin gk ngotak ya ngasih lawan nya, saya pemain yg masih pemula langsung kena mental, masih banyak pemain pemula seperti saya yg masih tahap belajar harus melawan tim lawan yg lebih pro ya mana bisa dan mana sanggup 🥴🤭 kasih lawan tuh yg seimbang bukan yg pro...."
Faisal Murdani,28 November 2024,1,"Gemeplay yg tidak seimbang tolong perbaiki tu munton padahal kurang satu lagi naik rank e,ternyata di kasi tim yg GK bisa main tapi musuhnya jago jago semua"
TAN,18 Desember 2024,5,"Plis berhenti nyalahin Moonton, meskipun mereka kikir dan tidak peduli pemain. Kalo main lu kayak poke yang cuma bisa satu hero, yang kalo hero favorit lu di first pick temen malah lu troll, uninstall aja game lu anje*g, gw udah ngalah jadi roam tapi kerjaan lu cuma ngasih makan lawan, ngak tau positioning hero kalo lagi sendiri, buta map akut, kerjaan cuma ngebacot, lu yang main kayak bot tapi nyalahin orang lain. Sadar diri anje*g lu tu poke, ngak usah main game kompetitif."
Putra Fu'ahman,29 Desember 2024,1,hey moonton tolong lah setiap kali mau ganti pp provil keluar terus loh padahal saya mau ganti pp nya nggak aneh aneh cuma gambar robot bisa kok malah pas mau ganti pp provil malah keluar terus hp saya bugus padahal tolong di perbaiki ya moonton plis
Alif Fadhilah,2 Desember 2024,3,"Tolong, kalo bisa dikurangi size dari gamenya,seperti jangan terlalu banyak menaikkan grafik"" dari game yang tidak diperlukan.Itu saja"
Rizky Radittiya,11 November 2024,1,"kalo kasi tim yg bener lah, saran saya montoon tolong skil pemain itu di liat dlu baru di kasi tim yg sama skil bermain nya dengan player lain agar seimbang pertandingan nya kalau gini teruss pada pindah hok"
