name,date,star,comment,comment_prep
Kemisah Purworejo,27 November 2024,1,Kenapa sih hp gw bagus wifi gw bagus kok kalo di ml pas udah masuk lat game selalu aja susah di gerakin. Bisa bikin game gak sih . Bagi bagi skin donag lawak,sih hp gw bagus wifi gw bagus kalo pas udah masuk lat game susah gerakin bikin game sih skin donag lawak
Hermanto Hermanto,5 Desember 2024,5,"Pihak monton tolong setiap main selalu di temukan sama player yang udah pro,mohon bagi player yang tahap menengah ya di temukan yang seimbang,kalo kaya gini terus lama2 player pada pindah ke game sebelah",monton tolong main temukan player udah pro mohon player tahap menengah temukan seimbang kalo kaya gini lama2 player pindah game sebelah
M raja balawanta,16 November 2024,4,"monton tolong baikin bug crash,soal nya itu sangat menggangu,dan bukan saya saja yang kena,tapi teman teman saya ada yang kena bug crash. monton tolong segera diperbaiki.",monton tolong baikin bug crash menggangu kena teman teman kena bug crash monton tolong diperbaiki
irwan boys,13 November 2024,5,Game bagus grafik nya juga bagus Tpi sayang sering patah patah padahal sinyal lancar trus klo maen di rank..aku solo ketemu nya duo..trio match yang sangat amat amat gk seimbang tolong di perbaiki min 🙏😢 Trima kasih,game bagus grafik bagus tpi sayang patah patah sinyal lancar trus klo maen rank .. solo ketemu duo .. trio match seimbang tolong perbaiki min trima
AKIF Galvan nur hakim,22 November 2024,1,Game paling gw benci banyak dark sistem sedang kan musuh nya kayak mytic tolong gw ini game bangkrut gak mau liat game ini lagi,game gw benci dark sistem musuh kayak mytic tolong gw game bangkrut liat game
Abdul razak Suhaily,28 November 2024,1,"Game tololl.yang mainin game monton orang orang tolol, katanya gak ada dark sistem aku 1 tahun di troll monton di epic gk bs naik-naik ke legen lebih baik donload game lain ini game sudah gak begus kayak dulu, naik ke mitic imortal susah banget kalau gk di troll tim pasti di bantuin monton musuh menang, tiba2 pas mau end turet musuh gambar hilang jadi comeback musuhnya yg menang",game tololl.yang mainin game monton orang orang tolol dark sistem 1 troll monton epic bs legen donload game game begus kayak mitic imortal susah banget troll tim bantuin monton musuh menang tiba2 pas end turet musuh gambar hilang comeback musuhnya menang
Vlavonic Xavi,10 Desember 2024,4,"terlalu banyak download data sangat menguras memori saat download di tunda,besok nya langsung ter download semua",download data menguras memori download tunda besok langsung ter download
Syta Fitriya,15 Agustus 2024,1,"Sekarang banyak dark sistem, sistem matching nya lama banget, terus sering dapat team tidak imbang. Kadang dapat musuh bot saking lamanya matching gak dapat-dapat, sering ketemu orang sama di match sebelumnya.",dark sistem sistem matching banget team imbang kadang musuh bot saking matching ketemu orang match
Brilliana Rizkania Rozaq,25 November 2024,2,"aku mau ganti foto profil ml nya tapi tetep ajah Masi relog terus sampai sampai 10 kali aku udah nyoba tapi tetep gabisa. padahal ram Masi banyak, sinyal oke, pengaturan izin udah semua, bahkan saya sedang mengikuti banyak cara tapi tetap tidak, bisa tolong dibantu untuk maslaha ini.",ganti foto profil tetep ajah masi relog 10 kali udah nyoba tetep gabisa ram masi sinyal oke pengaturan izin udah mengikuti tolong dibantu maslaha
Akmal and Aca,22 November 2024,5,"Dark sistem nya kurangin dong tapi gamenya seru tapi update terus tapi gak ada yang berubah dark sistem masih ada tim beban masih ada musuh mantan immortal masih ada. pokoknya masih ada yang harus dibenerin walaupun bintangnya 5 jangan senang dulu, kan masih ada yang harus diperbaiki bintang 5 bukan berarti sudah bagus tapi juga harus diperbaiki lagi jadi makasih moonton sudah buat game yang seru ini pokoknya ml NO. 1 deh game lain gak ada yang bisa gantiin memang seru banget jadi sekian makasih",dark sistem kurangin gamenya seru update berubah dark sistem tim beban musuh mantan immortal pokoknya dibenerin bintangnya 5 senang diperbaiki bintang 5 bagus diperbaiki makasih moonton game seru pokoknya no 1 deh game gantiin seru banget sekian makasih
Alien Galaksi,26 Agustus 2024,3,"Bagus aja sih gamenya, tapi tolong disaat rank itu jangan dicampur aduk. Nih ga, disaat rank epic tiba tiba ada yang rank nya gm. Dark sistem semua, gue nya kerepotan. Ditambah jaringan selalu nge lag dimanapun etdah. Jadi agak malas kalo main.",bagus sih gamenya tolong disaat rank dicampur aduk nih disaat rank epic rank gm dark sistem gue kerepotan ditambah jaringan nge lag dimanapun etdah malas kalo main
faisal akbar,20 November 2024,1,"masa gua lagi main rank trs tiba tiba afk, sedangkan gua di rank tuh sama temen gua yang mabar satu wifi. kek yang bener aja deh???. baru kali ini gua main mobile legends sekecewa ini. asalkan moonton tau gua tuh lagi push rank ke immortal, sumpah gua kecewa banget dah. pas gua liat hasil pertandingan di hp temen gua, gua rate nya afk. the hell????. yang bener aja.",gua main rank trs afk gua rank tuh temen gua mabar wifi kek bener deh kali gua main sekecewa moonton tau gua tuh push rank immortal sumpah gua kecewa banget dah pas gua liat hasil pertandingan hp temen gua gua rate afk the hell bener
Made Agus darmayasa,21 November 2024,1,Tolong di perbaiki saya sudah bosan main game ini mask saya main rank ketemu tim kaya baru main ml dan musuh nya kaya pro player yg membuat saya ga suka dari game ini saya sudah capek capek naikin rank ehhh malah di kasih tim ga bisa main minimal kalo kasih musuh yg setara dengan tim saya kalo menurut saya itu yg paling tidak di sukai player ml dark sistem nya berlebihan banget pantas aj game ini sepi gini jeleknya mending mending pindah ke game sebelah game hok lebih mudah untuk menaikan rank,tolong perbaiki bosan main game mask main rank ketemu tim kaya main musuh kaya pro player suka game capek capek naikin rank ehhh tim main minimal kalo musuh setara tim kalo sukai player dark sistem banget aj game sepi gini jeleknya mending mending pindah game sebelah game hok mudah menaikan rank
Cris Tian,29 November 2024,2,"Mending jangan download ml udh ga kaya dulu ga ad drak sistem nya dulu murni player²,sekarang cuma dikasi peringatan biasa kalau trol di dalam 1 tim,main party dapat lawan yang ga ngotak,main solo drak sistem 4 orang kadang 3,main duo,trio tetap sama ga di sesuaiin lawan nya sama,mau bilang itu tantangan nnya ya mending saya of main game ini",mending download udh kaya ad drak sistem murni player² dikasi peringatan trol 1 tim main party lawan ngotak main solo drak sistem 4 orang kadang 3 main duo trio sesuaiin lawan bilang tantangan nnya mending main game
Ahmad Ali,18 November 2024,1,"Montoon apaansi?! Udah isi dm, tapi engga dapet scrip 11.11 nya payah! Tolong perbaiki lagi servernya. Karena sebentar lagi event 11.11 nya selesai!",montoon apaansi udah isi dm engga dapet scrip 11.11 payah tolong perbaiki servernya sebentar event 11.11 selesai
Wahmi Mubarok,25 November 2024,3,Matchmaking belum bener ini malah nambah lagi. Setiap mau mulai magic chest selalu ada gangguan jaringan padahal sinyal saya aman aman aja,matchmaking bener nambah magic chest gangguan jaringan sinyal aman aman
aray andi,4 Desember 2024,1,"aplikasi dark sistem, kami pemain solo cuma menang sekali kalah 10x, skrng ML udah makin jelek. mending pindah k game sebelah dri pd d sini yg ada cuma bikin emosi selalu dpt tim ampas.",aplikasi dark sistem pemain solo menang kalah 10x skrng udah jelek mending pindah k game sebelah dri pd d bikin emosi dpt tim ampas
Abd Yusran,25 November 2024,1,Timnya Ndak bagus udh lah musuhnya jago ini game kalau bisa di tendang say tendang ini sampai hancur ni game kalau ku sarankan jangan mendownload game ini menambah dark system saja dasar anak asu,timnya ndak bagus udh musuhnya jago game tendang say tendang hancur ni game ku sarankan mendownload game menambah dark system dasar anak asu
Ahmad AjiWibowo,11 Desember 2024,5,game ini sangat seruuu banget gw sampe main 24 jam untuk dark sistem itu yg bikin seruu karena ini bukan game mudah kalo main solo kan seru aja jitu kek ada tantangan tersendiri saran murahin harga dm😁 pasti rame,game seruuu banget gw sampe main 24 jam dark sistem bikin seruu game mudah kalo main solo seru jitu kek tantangan tersendiri saran murahin harga dm rame
Pls Hoki,13 November 2024,2,"Alasan gw kasih bintang 2 karena masalah kredit skor yg membuat tmn tmn aku pensi termaksud aku Jadi aku gk terima soalnya yg dark sistem report mvp (afk) Jadi tolonglah monton kayak free fire credit score nya itu setiap afk hilang 1 Bukan hilang 12,8,9 yg wajar lah",alasan gw bintang 2 kredit skor tmn tmn pensi termaksud dark sistem report mvp afk tolonglah monton kayak free fire credit score afk hilang 1 hilang 12 8 9 wajar
Lutfi Achmad,18 November 2024,1,"Tolong diperbaiki lagi, tim nya darksistem Mulu gak seimbang terus, mohon diperbaiki, tim nya g0bl∅k semua, system binatang",tolong diperbaiki tim darksistem mulu seimbang mohon diperbaiki tim g0bl k system binatang
Dimas Madevanni,11 November 2024,1,"Game for 3+, matchmaking semakin tinggi tidak lagi kompetitif. Malah seperti grup main anak2 kecil. Ngga seperti game asli inisiator dari genre ini. Udah ngga ada perkembangan inovasi lg.",game for 3 matchmaking kompetitif grup main anak2 ngga game asli inisiator genre udah ngga perkembangan inovasi lg
` Vlynansia `,12 Oktober 2024,3,"Menurut gw game nya udh bagus. Apalagi dengan event skin gratisan yg banyak banget bikin para player merasa sedikit 'puas' lah. Namun, sistem matchmaking masih saja ga adil. Kebanyakan darksistem, nge-troll dll yg dijumpai tiap main. Udh di report juga tapi sanksi nya cuma di ban dari rank bbrp jam doang atau perhari. Kalo begitu ya ga bakal jera dong, moonton..",gw game udh bagus event skin gratisan banget bikin player puas sistem matchmaking adil kebanyakan darksistem nge troll dll dijumpai main udh report sanksi ban rank bbrp jam doang perhari kalo jera moonton ..
Erik Erik,29 November 2024,1,Makin update sinyal malah tambah buruk. padahal sinyal bagus tolong di perbaiki lagi sinyal nya moonton kalau game lu mau banyak peminatnya.,update sinyal buruk sinyal bagus tolong perbaiki sinyal moonton game lu peminatnya
Abang Fer,3 November 2024,2,"Min,tolong di perbaiki bug jaringan di loby hijau main berawal dan clasic ping 20, giliran main tank naik turun ping 90 kadang sampai 200 gimana mau nyaman mainnya,saya kira ada yg pakai cheat ternyata bukan mohon di perbaiki masalah jaringan ini",min tolong perbaiki bug jaringan loby hijau main clasic ping 20 giliran main tank turun ping 90 kadang 200 gimana nyaman mainnya pakai cheat mohon perbaiki jaringan
Aditia Irfan Maulana,8 September 2024,5,"Hallo kepada pihak montoon, entah kenapa setelah ada update akhir akhir ini saya mainnya jadi agak ngefram hp saya, padahal dulu gapernah yg lebih parah lagi, saat main magic chess, biasanya paling ya itu ngelag, tapi sekarang kalau sisa org 4 sampai 6 udah ngefram banget, bahkan sampai ngerelog sendiri",hallo montoon update mainnya ngefram hp gapernah parah main magic chess ngelag sisa org 4 6 udah ngefram banget ngerelog
Synyster,14 September 2024,2,"Dari keseluruhan game bagus,belum lagi event skin yang tersedia gratis bagi player².. Tetapi tolong perbaiki sistem match making yang tidak adil,dimana banyak player bermain tidak bagus dan berferforma buruk terlebih lagi selalu bertabrakan lane dengan player lain.",game bagus event skin tersedia gratis player² .. tolong perbaiki sistem match making adil dimana player bermain bagus berferforma buruk bertabrakan lane player
Doni Riyanto,28 November 2024,1,"game sampah,dapat tim feeder terus 18x lost padahal sebelumnya aman² saja makin kesini makin kurang jelas dapet tim yang buruk dan koneksi kadang suka jelek tiba² tolong moonton di perbaiki lagi jadi males untuk main game sampah satu ini👎👎👎",game sampah tim feeder 18x lost aman² kesini dapet tim buruk koneksi kadang suka jelek tiba² tolong moonton perbaiki males main game sampah
Fadhil Basta,18 November 2024,3,Admin tolong ya saya sudah 3 kali top up untuk event suplai premium navigator Dengqn total 300.000 tetapi bonus dari misi top up tidak dihitung tiket spin gratis tidak dapat di claim tolong diperbaiki segera bug nya,admin tolong 3 kali top up event suplai premium navigator dengqn total 300.000 bonus misi top up dihitung tiket spin gratis claim tolong diperbaiki bug
Jehan Dila,10 November 2024,1,"Makin kesini makin buruk gamenya,mulai dari dark system,masalah jaringan padahal jaringan ku bagus tetep lag heronya jalan sendiri ga bisa ke kontrol,tim nya ga adil musuhnya kuat² semua di kasih tim ga jago,udah di kasih losetreak lebih dari 5 kali,aku uninstall dulu""bye moonton""👋👋👋. (Untuk sementara) Kalo udah di perbaiki aku comeback lagi",kesini buruk gamenya dark system jaringan jaringan ku bagus tetep lag heronya jalan kontrol tim adil musuhnya kuat² tim jago udah losetreak 5 kali uninstall bye moonton kalo udah perbaiki comeback
XENOS YT,5 Desember 2024,5,"Makin kesini makin banyak penyakit ini game dah ngasih team ampas, jaringan padahal bagus tapi sering dibuat lag, apa harus jadi orang dalem dulu biar dapet team yang nggak dark system, makin kesini makin ga balance nih game, makin kesini makin menjadi jadi rupanya bukannya improve malah makin dikasih team team yang rada rada",kesini penyakit game dah ngasih team ampas jaringan bagus lag orang dalem biar dapet team nggak dark system kesini balance nih game kesini improve dikasih team team rada rada
Wahyudi Wahyudi,8 Desember 2024,1,"Woiii ,klok GK niat bikin game jangan bikin game , makin lama semakin tambah parah ngelag , jaringan udah enak malah ngelag kagak jelas",woiii klok niat bikin game bikin game parah ngelag jaringan udah enak ngelag kagak
Intan Cahya Ningsih,24 Agustus 2024,2,"Halo Moonton, saya sangat menyukai game ini. Game ini adalah game yang bagus, akan tetapi ada beberapa hal yang menurut saya membuat banyak orang (pastinya) sangat kecewa. Contohnya: Sistem matchmaking tidak adil, pembagian tim nya sangat tidak adil/sama rata; seperti dalam satu tim terdapat ±3 orang melakukan feed dengan sengaja seperti memilih role sama (seperti: 2 jungle, 2/3 marksman dalam 1 tim). Pendapat saya, apabila ada persamaan role dalam 1 tim, tidak bisakah diubah secara paksa?",halo moonton menyukai game game game bagus orang pastinya kecewa contohnya sistem matchmaking adil pembagian tim adil tim 3 orang feed sengaja memilih role 2 jungle 2 3 marksman 1 tim pendapat persamaan role 1 tim diubah paksa
Abid Akhira,9 November 2024,1,Gamenya lol. Masa di costume mau main pakai wasit terus wasitnya nge pause dan keluar. Terus yang main mau sampai kapan nunggu. Terpaksa bersih data dalam lagi dan download lagi lol. Tolol ni game dah usang,gamenya lol costume main pakai wasit wasitnya nge pause main nunggu terpaksa bersih data download lol tolol ni game dah usang
Anggi Prasetya,6 November 2024,1,"Game terburuk yang pernah ada,sistem nya terlalu keliatan,ketara banget kalo diatur sama sistem..banyak banget yang mengeluh dengan sistem lose streak..permainan semakin tidak masuk akal..game terburuk yang pernah ada",game terburuk sistem keliatan ketara banget kalo diatur sistem .. banget mengeluh sistem lose streak .. permainan masuk akal .. game terburuk
